DOGE/USD	34	54912	114582
ARB/USD	62	47374	100408
USDT/USD	36	54532	116686
NEIRO/USD	70	54423	109874
BTC/USD	22	48446	92552
ETH/USD	25	54297	94793
LTC/USD	63	52675	90504
SHIB/USD	9	47418	73976
USDC/USD	35	50386	100807
XVG/USD	50	51880	101126
