DOGE/USD	26	48034	112409
ARB/USD	5	38720	51554
USDT/USD	96	46946	112421
NEIRO/USD	12	53258	106608
BTC/USD	213	49761	113212
ETH/USD	10	49167	86555
LTC/USD	8	44229	143201
SHIB/USD	0	0	0
XVG/USD	1	81192	81192
USDC/USD	25	43344	76223
