id,chain_id,chain_name,contract_id,last_processed_block,last_scan_block,is_healthy,error_count,last_error,last_health_check_ms,updated_at_ms
1,1050,Mainnet,intent-registry-mainnet,29136950,29136950,1,0,,,1781614687185
