DOGE/USD	58	58568	104760
USDT/USD	59	56272	114931
ARB/USD	89	64254	128431
NEIRO/USD	130	61926	115121
BTC/USD	38	59271	136044
ETH/USD	59	63144	117024
LTC/USD	67	64505	141922
SHIB/USD	37	65932	129370
USDC/USD	61	65268	122421
XVG/USD	59	61128	135620
