id,chain_id,contract_address,symbol,last_intent_hash,last_cardano_tx_hash,last_price,last_nonce,last_timestamp,last_update_ms,last_confirmed_at_depth,update_count,total_fee_paid_lovelace
1,764824073,addr1wxcmjva8kz8tmmndj4a54c7sy7ky5yle6vvahk9zh90q2tcgwmdlu,ARS/USDT,0x77894df60be6bfd4c50ec9f8c5883da1072517cdbcc9c262f1d66a2fab032212,b958628bc54c2aeccb25401ca841653d643a28dd77dcae08343087b035917f72,645161290322580,1784041295981524051,1784051983,1784052087595,1,40,895022
